image_name,sefi_mode,target,transient,ground_truth_class,ground_truth_name,baseline_class,baseline_name,baseline_prob,faulty_top1,faulty_top1_name,faulty_top1_prob,faulty_top2,faulty_top2_name,faulty_top2_prob,faulty_top3,faulty_top3_name,faulty_top3_prob,correctly_classified,prob_drop,bytes_corrupted,bits_corrupted,fault_phys_addr,msefi_ran,msefi_recovered,recovery_class,recovery_prob,recovery_action,crash
"n01748264/n01748264_12351.JPEG","MSEFI-DDR-reset","input_tensor",0,63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.845951,733,"pole",0.496360,600,"hook, claw",0.496360,971,"bubble",0.001580,0,0.349591,2572697,10333927,0x1bf00000,1,1,63,0.845951,"DDR_reinit(recreate_runner)",0
"n01748264/n01748264_12842.JPEG","MSEFI-DDR-reset","input_tensor",0,63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.936715,455,"bottlecap",0.129579,427,"barrel, cask",0.129579,504,"coffee mug",0.129579,0,0.807136,2572697,10331982,0x1bf00000,1,1,63,0.936715,"DDR_reinit(recreate_runner)",0
"n01748264/n01748264_15432.JPEG","MSEFI-DDR-reset","input_tensor",0,63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.999974,545,"electric fan, blower",0.876945,494,"chime, bell, gong",0.092429,730,"plow, plough",0.020624,0,0.123029,2572697,10332007,0x1bf00000,1,1,63,0.999974,"DDR_reinit(recreate_runner)",0
"n01748264/n01748264_19883.JPEG","MSEFI-DDR-reset","input_tensor",0,63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.977429,417,"balloon",0.680428,818,"spotlight, spot",0.250316,805,"soccer ball",0.016002,0,0.297000,2572697,10333632,0x1bf00000,1,1,63,0.977429,"DDR_reinit(recreate_runner)",0
"n01748264/n01748264_2196.JPEG","MSEFI-DDR-reset","input_tensor",0,63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.997401,852,"tennis ball",0.850573,618,"ladle",0.147807,971,"bubble",0.000366,0,0.146828,2572697,10331287,0x1bf00000,1,1,63,0.997401,"DDR_reinit(recreate_runner)",0
"n02093991/n02093991_2155.JPEG","MSEFI-DDR-reset","input_tensor",0,184,"Irish terrier",184,"Irish terrier",0.614769,987,"corn",0.866327,998,"ear, spike, capitulum",0.117245,811,"space heater",0.015867,0,-0.251558,2572697,10333492,0x1bf00000,1,1,184,0.614769,"DDR_reinit(recreate_runner)",0
"n02093991/n02093991_75.JPEG","MSEFI-DDR-reset","input_tensor",0,184,"Irish terrier",182,"Border terrier",0.983502,784,"screwdriver",0.956724,851,"television, television system",0.008277,921,"book jacket, dust cover, dust jacket, dust wrapper",0.008277,0,0.026778,2572697,10333714,0x1bf00000,1,0,182,0.983502,"DDR_reinit(recreate_runner)",0
"n02093991/n02093991_7823.JPEG","MSEFI-DDR-reset","input_tensor",0,184,"Irish terrier",202,"soft-coated wheaten terrier",0.552219,417,"balloon",0.327243,900,"water tower",0.327243,405,"airship, dirigible",0.327243,0,0.224976,2572697,10334354,0x1bf00000,1,0,202,0.552219,"DDR_reinit(recreate_runner)",0
"n02093991/n02093991_7935.JPEG","MSEFI-DDR-reset","input_tensor",0,184,"Irish terrier",184,"Irish terrier",0.964093,818,"spotlight, spot",0.202256,470,"candle, taper, wax light",0.202256,969,"eggnog",0.202256,0,0.761837,2572697,10329444,0x1bf00000,1,1,184,0.964093,"DDR_reinit(recreate_runner)",0
"n02093991/n02093991_8145.JPEG","MSEFI-DDR-reset","input_tensor",0,184,"Irish terrier",202,"soft-coated wheaten terrier",0.317502,684,"ocarina, sweet potato",0.876383,558,"flute, transverse flute",0.118606,356,"weasel",0.002172,0,-0.558881,2572697,10329881,0x1bf00000,1,0,202,0.317502,"DDR_reinit(recreate_runner)",0
"n02096051/n02096051_2751.JPEG","MSEFI-DDR-reset","input_tensor",0,191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.841985,502,"clog, geta, patten, sabot",0.165165,733,"pole",0.165165,787,"shield, buckler",0.165165,0,0.676819,2572697,10329111,0x1bf00000,1,1,191,0.841985,"DDR_reinit(recreate_runner)",0
"n02096051/n02096051_2946.JPEG","MSEFI-DDR-reset","input_tensor",0,191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.914080,473,"can opener, tin opener",0.963159,618,"ladle",0.010700,494,"chime, bell, gong",0.006490,0,-0.049079,2572697,10329327,0x1bf00000,1,1,191,0.914080,"DDR_reinit(recreate_runner)",0
"n02096051/n02096051_495.JPEG","MSEFI-DDR-reset","input_tensor",0,191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.968609,330,"wood rabbit, cottontail, cottontail rabbit",0.303567,265,"toy poodle",0.303567,355,"llama",0.303567,0,0.665042,2572697,10330254,0x1bf00000,1,1,191,0.968609,"DDR_reinit(recreate_runner)",0
